"","A1","Z1","Y2","L1","A0","Z0","L0"
"1463",1,1,3250,0.510227782937839,0,1,1
"1464",0,0,37,-1.52409977806294,0,1,0
"1465",1,1,775,0.164074407250735,1,1,0
"1466",0,0,906,-1.52409977806294,1,1,0
"1467",0,0,35544,-1.52409977806294,1,0,0
"1468",0,0,1026,-1.52409977806294,0,1,0
"1469",1,1,12459,0.620214653903714,0,1,0
"1470",0,1,5129,0.674655379794383,1,1,1
"1471",0,0,29869,-1.52409977806294,1,1,0
"1472",0,0,36255,1.04667001220076,1,1,1
"1473",1,1,8361,0.993834336756643,0,1,1
"1474",1,1,11643,-1.52409977806294,0,0,0
"1475",0,1,19320,-0.196932912912776,1,1,0
"1476",1,1,14200,-1.52409977806294,1,1,0
"1477",1,1,5718,0.657693603537611,0,1,0
"1478",1,1,21972,0.000207034090323292,1,0,0
"1479",1,1,4027,0.607565900688567,0,1,1
"1480",1,1,21112,0.878690015641386,1,0,1
"1481",0,1,25517,-1.52409977806294,0,0,1
"1482",0,0,28210,0.678735205442468,1,1,0
"1483",0,0,14536,0.564659378976687,0,1,0
"1484",1,1,7440,-1.52409977806294,1,1,0
"1485",1,0,25849,0.813252848858161,0,0,1
"1486",1,1,228,-1.52409977806294,1,1,0
"1487",0,0,6636,0.966031749329235,1,1,0
"1488",0,0,1731,-0.457061707266294,0,0,1
"1489",0,0,1731,0.376672979649578,1,1,1
"1490",0,0,297,0.538805966010795,0,1,0
"1491",0,0,59849,0.661775962442271,1,0,0
"1492",0,0,1065,0.146235714947178,1,1,0
"1493",0,1,21498,0.648797858205049,1,1,0
"1494",0,0,29135,0.975474577058332,0,1,1
"1495",1,1,22668,-1.52409977806294,0,0,1
"1496",1,1,35749,0.758804816873193,1,1,1
"1497",0,0,7800,0.787392039429005,0,1,1
"1498",0,1,8353,-0.224846853249628,0,0,0
"1499",0,1,0,-1.52409977806294,0,1,0
"1500",0,0,1392,0.231977440001271,1,1,0
"1501",0,0,13849,0.975474577058332,1,1,1
"1502",1,1,54985,0.830826205874026,1,1,1
"1503",0,0,1494,0.712931162099861,1,1,0
"1504",1,1,23814,0.955782029963066,1,1,1
"1505",0,0,0,-1.52409977806294,0,1,0
"1506",0,0,0,-1.52409977806294,1,1,0
"1507",1,1,32056,1.00133785291652,1,0,1
"1508",1,1,34399,0.698262101690902,1,1,1
"1509",0,1,56699,1.0249493702102,1,1,1
"1510",0,0,45105,0.648797858205049,1,1,1
"1511",1,1,0,-1.52409977806294,1,1,1
"1512",0,1,12356,0.698412787364405,1,1,0
"1513",0,0,31348,-1.52409977806294,0,0,0
"1514",0,0,25181,0.816001570836494,1,1,0
"1515",0,0,55872,0.290341866347252,0,1,1
"1516",1,1,927,-1.52409977806294,0,1,0
"1517",1,1,6904,0.102570790588686,0,1,0
"1518",0,0,4794,0.0545763000610931,0,1,0
"1519",0,1,23531,0.726847817268774,0,1,0
"1520",0,1,41661,0.21951260172588,1,1,1
"1521",1,1,2601,0.350831884717768,1,1,0
"1522",0,1,1890,-1.52409977806294,1,1,0
"1523",1,1,30684,0.975474577058332,1,1,1
"1524",1,0,15743,-1.52409977806294,1,1,0
"1525",0,0,55754,1.09193851880044,0,1,1
"1526",0,0,13910,0.471415557503979,1,1,1
"1527",0,0,37476,0.850918171783068,1,1,0
"1528",1,1,43237,0.726847817268774,1,1,1
"1529",1,1,3123,0.538805966010795,0,1,0
"1530",1,1,49050,-1.52409977806294,1,0,1
"1531",1,1,33219,0.212382210845837,1,0,1
"1532",0,0,8080,-1.52409977806294,0,1,1
"1533",0,0,2004,-1.52409977806294,1,0,0
"1534",1,1,61710,0.794356502914327,1,0,1
"1535",1,1,22563,0.878690015641386,1,1,0
"1536",0,0,17525,-1.52409977806294,0,1,0
"1537",0,0,108542,0.914923572565032,1,1,1
"1538",1,1,9756,0.560183851033959,1,1,0
"1539",0,0,0,0.421971010103767,1,1,1
"1540",1,1,18231,-0.277053678368629,1,1,0
"1541",0,0,7497,0.776315827974546,1,1,1
"1542",0,0,8034,0.458782449279762,1,1,1
"1543",1,1,8312,0.924913102662409,1,0,0
"1544",0,1,0,0.946884340069479,0,1,1
"1545",0,1,23909,-1.52409977806294,1,0,0
"1546",1,1,53769,0.726847817268774,1,1,1
"1547",0,0,0,-1.52409977806294,0,0,0
"1548",1,1,33809,0.881735201542962,1,1,0
"1549",0,0,34,0.798033861226659,0,1,1
"1550",0,0,26538,1.16357068087968,1,1,0
"1551",1,1,22632,0.322268754740774,0,1,1
"1552",0,1,6345,0.167825097230958,0,0,0
"1553",0,1,4125,-1.52409977806294,1,1,0
"1554",1,1,42759,0.648797858205049,1,1,0
"1555",0,1,35167,0.787392039429005,0,0,0
"1556",1,1,11116,0.102570790588686,1,0,0
"1557",0,0,17161,0.190772694764817,0,1,0
"1558",0,0,31464,-1.52409977806294,0,0,1
"1559",1,1,54039,0.400266011144916,1,1,1
"1560",0,1,7441,-1.52409977806294,1,0,1
"1561",0,1,6568,0.976989941838819,0,0,1
"1562",0,1,15537,-1.52409977806294,0,1,0
"1563",1,1,25833,0.538805966010795,1,1,0
"1564",1,1,0,-1.52409977806294,0,0,0
"1565",0,0,0,-1.52409977806294,0,1,0
"1566",1,1,19262,-1.52409977806294,0,1,0
"1567",0,0,8195,0.567602578806203,1,0,1
"1568",1,1,42888,-1.52409977806294,1,1,1
"1569",1,1,0,0.648797858205049,1,1,1
"1570",0,0,3434,0.478282081698801,0,0,1
"1571",0,1,64370,0.975474577058332,1,1,1
"1572",1,1,72,1.07262872390564,1,1,0
"1573",0,0,1961,0.350831884717768,0,1,1
"1574",0,1,1300,0.164074407250735,1,1,1
"1575",0,0,1538,0.679543861854286,1,1,0
"1576",0,1,36065,0.815708393035917,1,0,1
"1577",1,1,52130,0.986117442336983,1,1,0
"1578",1,1,12481,0.648797858205049,1,1,1
"1579",1,1,712,-1.52409977806294,0,1,0
"1580",0,1,77815,0.836862310742941,1,1,1
"1581",0,0,2969,0.690619104557388,1,1,1
"1582",1,1,47833,0.538805966010795,1,1,1
"1583",0,0,0,-1.52409977806294,0,0,0
"1584",1,1,23070,0.538805966010795,1,1,0
"1585",0,0,5154,-1.52409977806294,1,1,0
"1586",0,1,0,0.725215012798503,1,0,0
"1587",0,1,18259,0.162993191115368,1,1,1
"1588",1,1,0,0.836862310742941,1,1,0
"1589",1,1,22788,-1.52409977806294,0,1,1
"1590",1,1,17719,0.858581213504869,0,1,0
"1591",1,1,5462,-1.52409977806294,1,1,0
"1592",0,1,93,-1.52409977806294,1,1,0
"1593",0,0,5076,0.162993191115368,1,1,1
"1594",0,0,0,-1.52409977806294,0,0,1
"1595",0,1,0,-1.52409977806294,1,1,1
"1596",0,0,17531,-1.52409977806294,1,0,1
"1597",0,1,19235,-1.52409977806294,1,0,0
"1598",0,1,30887,0.836862310742941,0,1,0
"1599",1,1,2007,0.212382210845837,1,1,1
"1600",0,0,0,-1.52409977806294,0,1,1
"1601",1,1,27670,0.813252848858161,0,0,1
"1602",1,1,43239,0.546955472458015,1,1,1
"1603",0,1,14018,0.959174566502373,1,0,1
"1604",0,0,16897,0.914923572565032,0,1,1
"1605",0,1,124612,0.400266011144916,1,0,1
"1606",1,1,0,-1.52409977806294,0,1,0
"1607",0,1,0,-1.52409977806294,0,1,0
"1608",1,1,34564,-0.0848629536107846,1,1,0
"1609",0,0,49787,-1.52409977806294,1,1,1
"1610",0,1,3778,0.510227782937839,0,0,1
"1611",0,1,12534,0.212382210845837,0,1,1
"1612",1,1,16038,0.787392039429005,1,1,1
"1613",0,1,10623,0.975474577058332,1,1,0
"1614",1,1,11655,0.400266011144916,1,1,1
"1615",0,0,9009,0.690619104557388,1,0,0
"1616",1,1,36432,-1.52409977806294,1,1,0
"1617",0,0,28353,0.726847817268774,1,0,1
"1618",0,0,22845,0.564659378976687,1,1,0
"1619",1,1,30138,0.522022573070139,1,1,0
"1620",0,0,22424,0.350831884717768,1,1,1
"1621",0,1,12596,0.518391466037036,1,1,1
"1622",0,0,4419,-1.52409977806294,0,1,0
"1623",0,0,6542,0.458964525697868,0,1,0
"1624",0,1,44151,0.648797858205049,1,1,1
"1625",1,1,0,-1.52409977806294,1,1,0
"1626",1,1,44131,1.0249493702102,0,1,1
"1627",1,1,10554,-1.52409977806294,1,1,0
"1628",0,0,7528,-1.52409977806294,1,0,0
"1629",1,1,42138,0.931374183713974,0,1,1
"1630",0,1,1760,-0.299920662537568,1,1,1
"1631",0,1,20773,0.290341866347252,0,0,1
"1632",0,1,0,-1.52409977806294,1,0,0
"1633",1,1,7980,-1.52409977806294,1,1,1
"1634",0,1,4378,0.162993191115368,1,1,1
"1635",0,1,0,-1.52409977806294,1,1,0
"1636",1,1,36224,1.01946712218687,1,1,1
"1637",0,0,69399,-1.52409977806294,1,1,1
"1638",0,1,24654,0.350831884717768,1,0,1
"1639",0,1,5308,-0.271625799614365,0,0,1
"1640",1,1,234,-1.52409977806294,1,1,0
"1641",0,0,0,0.460778602579723,0,1,1
"1642",1,1,13629,0.564659378976687,1,1,0
"1643",0,0,16563,1.19229415992231,1,1,1
"1644",0,0,2538,0.682754604906798,0,0,0
"1645",0,1,2115,-1.52409977806294,1,1,0
"1646",0,0,16917,0.968520894959722,1,0,0
"1647",1,1,30090,0.914923572565032,1,0,0
"1648",0,0,14039,1.04872872512765,1,1,0
"1649",1,1,9915,-1.52409977806294,1,1,0
"1650",0,1,84265,-1.52409977806294,1,1,0
"1651",1,1,990,0.924258452987808,1,1,1
"1652",1,1,1446,-1.52409977806294,0,1,1
"1653",0,0,15507,0.290341866347252,0,0,1
"1654",0,1,2042,-1.52409977806294,0,1,1
"1655",1,1,10545,0.765710354473271,0,1,1
"1656",1,1,15414,-1.52409977806294,0,1,0
"1657",0,0,26592,-1.52409977806294,1,1,0
"1658",1,1,35772,0.53263318531754,1,0,0
"1659",0,1,0,0.524892878948738,0,1,1
"1660",1,1,5376,0.979059848025846,1,1,0
"1661",1,1,54288,1.09614584897142,1,1,1
"1662",1,0,2284,0.975474577058332,1,1,0
"1663",0,1,22911,0.27284967305627,0,1,0
"1664",0,0,4174,-0.209460593585347,1,0,0
"1665",1,1,30537,0.931374183713974,1,1,1
"1666",0,0,157,0.0247237191026457,1,0,0
"1667",0,0,7794,1.32756674955926,1,1,1
"1668",1,1,43085,0.975474577058332,1,1,0
"1669",1,1,0,0.0247237191026457,1,1,0
"1670",0,0,3786,-1.52409977806294,0,1,0
"1671",0,0,5516,-1.52409977806294,0,1,0
"1672",0,0,23733,-1.52409977806294,0,0,1
"1673",0,0,12620,-1.52409977806294,1,0,0
"1674",1,0,1287,-1.52409977806294,1,1,0
"1675",1,1,10275,1.09614584897142,0,1,1
"1676",1,1,35249,0.897411054289019,1,0,0
"1677",0,1,34614,0.975474577058332,1,1,1
"1678",1,1,20900,-1.52409977806294,0,1,0
"1679",0,1,0,-1.52409977806294,0,1,0
"1680",1,1,12324,0.858581213504869,1,1,0
"1681",1,1,25308,-1.52409977806294,0,1,0
"1682",0,0,37879,-1.52409977806294,0,1,1
"1683",0,0,26682,0.599336628080891,0,1,1
"1684",1,1,21574,0.0247237191026457,1,1,0
"1685",1,1,30541,0.878690015641386,0,0,1
"1686",1,1,0,-0.0848629536107846,1,1,0
"1687",1,1,28566,0.690619104557388,0,1,1
"1688",0,0,21879,0.84837277380995,1,1,1
"1689",0,0,38175,0.914923572565032,0,1,1
"1690",0,1,24075,1.04667001220076,1,1,0
"1691",0,1,0,-1.52409977806294,1,0,0
"1692",0,1,3561,-0.348804182527602,1,1,0
"1693",0,1,4980,0.538805966010795,1,1,0
"1694",1,1,72000,0.935807123804937,0,1,1
"1695",0,0,25670,1.08550263582028,1,1,1
"1696",0,0,23547,0.836862310742941,1,1,1
"1697",0,0,20553,-0.153645155932904,0,0,0
"1698",1,1,22415,0.776315827974546,1,1,0
"1699",1,1,4459,-0.00577964009232622,0,0,0
"1700",0,0,36113,0.764768249327518,1,1,0
"1701",1,1,1362,0.350831884717768,0,1,1
"1702",1,1,0,0.538805966010795,0,1,0
"1703",1,1,13806,-1.52409977806294,1,1,0
"1704",0,0,0,-0.348804182527602,1,1,0
"1705",0,1,7835,0.946884340069479,1,1,0
"1706",1,1,1818,0.564659378976687,1,1,1
"1707",1,1,7413,-1.52409977806294,0,0,0
"1708",0,1,0,0.740279231712736,1,1,0
"1709",1,1,23787,0.772100276811735,1,1,0
"1710",0,1,30038,0.836862310742941,1,1,1
"1711",0,0,13600,0.897411054289019,0,1,1
"1712",0,0,32415,0.897411054289019,1,1,1
"1713",0,1,0,0.946884340069479,1,0,1
"1714",0,0,16281,0.438165815246529,1,0,1
"1715",0,1,13815,-0.0542519607260343,0,1,0
"1716",0,0,12510,0.836862310742941,0,1,1
"1717",0,1,40444,0.986117442336983,0,1,1
"1718",0,1,9651,0.690619104557388,1,1,0
"1719",1,1,2577,-1.52409977806294,0,0,0
"1720",1,1,3990,0.212382210845837,1,1,1
"1721",1,1,30888,0.776315827974546,0,1,0
"1722",1,1,7988,-1.52409977806294,1,0,0
"1723",1,1,1999,0.678735205442468,1,1,1
"1724",1,1,32129,0.878690015641386,1,1,1
"1725",1,1,14040,0.538805966010795,1,1,1
"1726",1,1,38712,0.787392039429005,1,1,0
"1727",1,1,4402,-1.52409977806294,1,1,1
"1728",0,0,0,-1.52409977806294,0,1,0
"1729",0,0,6726,-1.52409977806294,0,1,0
"1730",0,0,26937,0.400266011144916,1,1,0
"1731",1,1,38498,0.813252848858161,1,0,0
"1732",0,0,0,-0.277053678368629,1,0,0
"1733",0,0,8502,-1.52409977806294,0,0,0
"1734",0,0,16254,0.557665179674823,1,1,0
"1735",0,0,0,-1.52409977806294,1,1,0
"1736",1,0,0,-1.52409977806294,1,1,1
"1737",0,0,6081,-1.52409977806294,0,1,0
"1738",0,0,57312,0.552040421003432,0,1,1
"1739",1,1,6204,-1.52409977806294,1,1,0
"1740",1,1,43041,-1.52409977806294,0,1,0
"1741",1,1,26072,0.478282081698801,0,1,1
"1742",0,0,8736,-1.52409977806294,0,1,0
"1743",1,1,12471,0.478282081698801,0,1,1
"1744",0,0,453,0.758804816873193,0,0,1
"1745",0,0,6879,0.79324350795306,1,1,1
"1746",1,1,34377,0.674326328658578,1,0,0
"1747",1,1,7294,-1.52409977806294,1,1,1
"1748",0,1,2775,1.16357068087968,1,1,1
"1749",1,1,38926,0.726847817268774,1,1,1
"1750",1,1,18739,-1.52409977806294,1,1,0
"1751",0,1,29080,0.538805966010795,0,1,1
"1752",0,0,19737,0.836862310742941,0,1,1
"1753",1,1,423,-1.52409977806294,1,1,0
"1754",0,1,269,0.319848360627975,0,0,1
"1755",1,1,34290,-1.52409977806294,1,1,0
"1756",0,1,28107,-1.52409977806294,1,1,1
"1757",0,1,6985,-1.52409977806294,0,1,0
"1758",0,0,0,-1.52409977806294,1,1,1
"1759",1,1,45741,0.538805966010795,1,1,1
"1760",0,0,34905,0.538805966010795,0,1,1
"1761",1,1,15920,-0.0245753344106287,1,0,0
"1762",0,0,251,0.350831884717768,1,0,1
"1763",0,1,0,-1.52409977806294,0,1,0
"1764",0,0,40692,0.599336628080891,1,0,1
"1765",0,0,62451,0.665797820654923,1,1,1
"1766",1,1,45537,0.946884340069479,1,1,1
"1767",0,1,9874,0.317099362424766,0,0,0
"1768",1,1,27469,0.787392039429005,1,1,0
"1769",1,1,9425,0.417554730772317,0,0,1
"1770",0,1,24072,-1.52409977806294,1,1,0
"1771",0,1,43912,0.859081692929344,0,1,1
"1772",0,0,19358,0.78185505835436,1,1,1
"1773",0,1,37505,1.09817351141005,1,1,1
"1774",1,1,384,0.648797858205049,1,1,0
"1775",0,0,0,-1.52409977806294,0,1,1
"1776",1,1,16233,0.350831884717768,1,1,0
"1777",0,1,0,-1.52409977806294,0,0,0
"1778",0,1,21,0.0664290524095003,1,1,1
"1779",0,1,88454,0.918294438049053,0,0,1
"1780",0,0,30630,0.975474577058332,1,1,1
"1781",0,1,69,0.0851011253340678,1,1,0
"1782",0,0,1725,0.451958276627287,0,0,1
"1783",1,1,11410,-1.52409977806294,0,1,0
"1784",0,0,12424,-1.52409977806294,0,1,1
"1785",0,1,2196,0.0247237191026457,0,1,0
"1786",1,1,67389,0.776315827974546,0,0,1
"1787",0,1,18484,1.32308107032886,1,1,1
"1788",0,0,1528,-1.52409977806294,0,1,1
"1789",0,0,2073,0.648797858205049,1,1,1
"1790",1,1,25494,1.0667803051313,1,0,0
"1791",0,0,21777,-1.52409977806294,1,0,0
"1792",0,1,2079,0.510227782937839,1,1,0
"1793",0,0,669,0.800630368700863,0,1,0
"1794",0,0,21549,0.709337559657437,1,0,1
"1795",1,1,3109,-1.52409977806294,1,1,0
"1796",1,1,6375,0.787392039429005,1,1,1
"1797",1,1,28975,1.0667803051313,1,0,1
"1798",0,1,10638,0.726847817268774,1,1,0
"1799",0,0,2160,-1.52409977806294,0,0,0
"1800",1,1,8861,0.617589630771259,1,1,0
"1801",1,1,16517,0.350831884717768,0,1,1
"1802",1,1,290,-1.52409977806294,0,0,0
"1803",1,1,10058,1.08550263582028,1,1,1
"1804",0,0,210,0.593634594350664,0,1,1
"1805",0,1,0,-0.0848629536107846,1,1,1
"1806",1,1,438,-1.52409977806294,1,0,0
"1807",1,1,0,-1.52409977806294,1,1,0
"1808",0,1,37071,0.0821985854628274,1,1,1
"1809",1,1,15038,0.162993191115368,1,1,0
"1810",1,1,8004,0.538805966010795,0,1,1
"1811",1,0,1449,-1.52409977806294,1,1,1
"1812",1,1,39687,0.975474577058332,1,1,1
"1813",1,1,3990,0.816684423187076,1,1,0
"1814",1,1,3985,-1.52409977806294,1,1,0
"1815",0,0,0,-1.52409977806294,1,1,0
"1816",1,1,14523,0.836862310742941,0,1,1
"1817",0,0,0,0.188809685186082,0,1,0
"1818",0,0,2018,-1.52409977806294,0,1,1
"1819",0,0,19104,-1.52409977806294,1,0,0
"1820",0,1,24541,0.726847817268774,0,1,1
"1821",0,1,33368,-0.828011276248967,1,1,0
"1822",0,1,39,0.174656055313711,0,1,0
"1823",0,0,26009,0.648797858205049,1,1,0
"1824",0,1,35559,0.787392039429005,1,1,0
"1825",1,1,30229,1.04667001220076,1,1,1
"1826",1,1,15318,0.426521778018324,1,1,0
"1827",1,1,4470,-1.52409977806294,0,0,0
"1828",0,1,9481,0.648797858205049,0,1,1
"1829",0,0,16200,0.893585332942009,1,1,1
"1830",0,1,324,0.975474577058332,0,0,1
"1831",1,1,14699,0.350831884717768,1,0,0
"1832",0,1,33497,0.152500911977948,1,1,0
"1833",0,0,0,-1.52409977806294,1,1,1
"1834",0,1,0,-1.52409977806294,0,1,0
"1835",0,0,7381,-0.18889129074902,1,1,0
"1836",0,0,3735,0.162993191115368,1,1,1
"1837",1,1,1873,0.44970766338848,0,0,1
"1838",0,1,20373,1.13797752935334,0,1,0
"1839",1,1,0,-1.52409977806294,0,1,1
"1840",0,1,5442,-1.52409977806294,0,1,0
"1841",1,1,43190,1.13497893643568,1,1,1
"1842",1,1,54335,0.200851806665756,1,0,1
"1843",1,0,0,-1.52409977806294,0,1,0
"1844",1,1,11175,0.674655379794383,1,1,0
"1845",0,0,636,0.376672979649578,1,1,1
"1846",1,1,18489,0.726847817268774,0,1,1
"1847",0,0,31196,0.787392039429005,1,1,0
"1848",1,1,51423,0.998361295619208,0,0,1
"1849",1,1,23409,0.365604777315662,0,0,0
"1850",0,1,33282,0.400266011144916,0,1,1
"1851",0,0,30662,1.0249493702102,1,1,1
"1852",1,1,0,-1.52409977806294,1,1,0
"1853",0,0,18288,0.895340928655795,1,1,1
"1854",1,1,554,0.878690015641386,1,1,0
"1855",1,1,0,-1.52409977806294,0,0,0
"1856",0,0,34266,0.914923572565032,0,0,1
"1857",0,1,4606,0.354065903815,1,0,0
"1858",1,1,26789,0.847504480344855,1,1,0
"1859",1,1,3666,-1.52409977806294,1,0,0
"1860",1,1,27474,0.336925928382051,1,0,0
"1861",1,1,15353,0.400266011144916,1,1,0
"1862",0,1,27,0.726847817268774,1,1,1
"1863",1,1,3999,-1.52409977806294,1,0,0
"1864",1,1,1320,-1.52409977806294,0,1,0
"1865",0,1,60,0.0011920982971112,0,1,1
"1866",0,0,28029,0.532910533211896,1,0,1
"1867",1,1,0,-1.52409977806294,1,1,1
"1868",1,1,16324,0.420297081027929,1,0,1
"1869",0,0,31035,-1.52409977806294,0,1,0
"1870",1,1,72244,1.11625639038912,1,1,0
"1871",0,0,66996,0.884405207952586,1,1,1
"1872",1,1,14669,0.491514923077756,1,1,1
"1873",1,1,3051,-1.52409977806294,0,1,0
"1874",0,1,1086,0.648797858205049,1,1,0
"1875",0,0,3198,0.82055381528771,1,1,1
"1876",1,1,37374,0.0593796978630895,0,0,1
"1877",0,0,31881,-1.52409977806294,1,1,1
"1878",0,1,13759,0.914923572565032,1,1,1
"1879",0,0,11961,0.60577039184402,1,1,0
"1880",0,0,2868,0.946884340069479,1,0,0
"1881",0,0,24347,0.648797858205049,1,1,0
"1882",0,0,13266,-1.52409977806294,0,0,1
"1883",0,0,0,0.609976363530355,1,1,1
"1884",0,1,27417,1.00133785291652,1,1,0
"1885",0,1,4140,-1.52409977806294,0,1,0
"1886",0,0,63760,0.878690015641386,0,1,1
"1887",0,0,8380,0.442067893844077,1,1,0
"1888",1,1,4204,0.836862310742941,1,1,1
"1889",1,1,24364,0.162993191115368,1,1,0
"1890",1,1,11006,0.460778602579723,0,1,0
"1891",0,1,192,0.400266011144916,1,1,1
"1892",1,1,0,-1.52409977806294,1,0,1
"1893",0,0,4321,-1.52409977806294,1,1,0
"1894",0,0,23500,0.538805966010795,1,1,1
"1895",1,1,969,-1.52409977806294,1,1,0
"1896",0,0,0,-1.52409977806294,1,1,1
"1897",0,0,1533,-1.52409977806294,1,1,0
"1898",1,1,1230,-1.52409977806294,1,1,1
"1899",1,1,9369,0.460778602579723,0,0,1
"1900",0,0,0,0.648797858205049,1,1,0
"1901",1,1,30762,0.646983174806846,1,1,1
"1902",1,1,24645,0.940786231771823,1,1,1
"1903",1,1,57732,0.787392039429005,1,0,1
"1904",0,0,0,0.768749803502706,1,1,0
"1905",1,1,54577,0.781910437375266,1,1,1
"1906",0,1,2832,0.360158743904336,0,1,0
"1907",1,1,28528,-0.0245753344106287,0,1,0
"1908",0,0,15939,-1.52409977806294,0,1,0
"1909",0,0,4005,-0.107374081454672,1,1,1
"1910",1,1,0,0.789769306313329,0,1,1
"1911",1,1,17382,0.695991718474295,1,1,1
"1912",0,0,37629,-1.52409977806294,1,0,0
"1913",1,1,2913,-1.52409977806294,0,1,0
"1914",1,1,34136,0.808274083446812,0,1,1
"1915",0,0,22959,0.538805966010795,1,1,1
"1916",0,0,6282,0.460778602579723,1,0,0
"1917",0,0,33970,0.758804816873193,0,0,1
"1918",0,1,9651,-1.52409977806294,1,1,0
"1919",1,1,15789,-0.218145651273105,1,1,0
"1920",0,1,18116,0.458417929559401,1,1,0
"1921",1,1,21233,0.400266011144916,1,1,0
"1922",1,1,52991,0.878690015641386,0,1,1
"1923",0,0,7110,0.102570790588686,1,0,0
"1924",0,0,42952,1.03559240942225,1,1,0
"1925",0,1,13785,-0.408470722489459,1,1,1
"1926",1,1,73054,1.27360326215782,1,1,1
"1927",0,1,43887,0.758804816873193,1,1,1
"1928",1,1,25070,-1.52409977806294,1,1,0
"1929",1,1,25499,0.648797858205049,1,1,1
"1930",0,0,12093,0.787392039429005,0,1,1
"1931",1,1,0,0.0740527248145915,1,1,0
"1932",0,0,351,-0.0889440063203418,0,1,0
"1933",0,1,216,0.630080694611304,1,1,0
"1934",1,1,24399,0.80320226902451,0,1,0
"1935",0,0,3423,0.648797858205049,0,1,0
"1936",0,1,4851,0.648797858205049,0,0,1
"1937",1,1,2107,0.690619104557388,0,0,0
"1938",1,1,10970,-1.52409977806294,0,0,1
"1939",1,1,915,-1.52409977806294,1,0,0
"1940",1,1,25390,0.853099355920917,1,1,0
"1941",0,1,50328,0.914923572565032,1,0,1
"1942",0,0,23560,-1.52409977806294,0,1,1
"1943",1,1,23868,-1.52409977806294,1,1,1
"1944",1,1,54180,0.792765109235685,1,0,0
"1945",0,0,9588,-1.52409977806294,0,1,0
"1946",1,1,2895,0.787392039429005,1,1,1
"1947",1,1,8207,-1.52409977806294,1,0,0
"1948",0,0,4476,-1.52409977806294,1,1,0
"1949",0,0,33180,0.827663501255355,1,1,0
"1950",0,1,7240,-1.52409977806294,1,1,0
"1951",0,0,24466,0.350831884717768,1,1,0
"1952",0,0,18283,0.836862310742941,1,0,0
"1953",0,0,26049,-0.0591199816718074,1,1,0
"1954",0,1,113,-1.52409977806294,0,1,1
"1955",1,1,50916,1.20611916268768,1,1,0
"1956",1,1,22080,0.772960088147719,1,1,0
"1957",1,1,0,-1.52409977806294,0,0,1
"1958",1,1,88174,0.975474577058332,1,1,1
"1959",1,1,38019,0.990876434003631,1,1,0
"1960",1,1,1302,-0.222594683552271,1,0,0
"1961",0,1,69594,1.00133785291652,1,1,1
"1962",0,0,20711,0.381558528168414,1,1,0
"1963",1,1,3026,-1.52409977806294,0,1,0
"1964",1,1,25695,-1.52409977806294,0,1,1
"1965",0,0,443,-1.52409977806294,1,1,0
"1966",0,0,21091,0.538805966010795,1,1,0
"1967",0,0,8033,0.740085500669882,1,1,1
"1968",0,0,25497,1.06984487359125,0,1,0
"1969",1,1,6933,0.44970766338848,1,0,0
"1970",0,1,24344,0.666306985702979,0,1,0
"1971",0,1,0,-1.52409977806294,1,1,0
"1972",1,1,75075,0.931374183713974,1,1,1
"1973",1,1,39761,0.976341535618552,1,1,0
"1974",0,1,3030,-1.52409977806294,0,0,1
"1975",1,1,32112,0.494724716745903,0,0,0
"1976",1,1,8958,0.868982571418628,1,0,1
"1977",0,0,0,-0.181081114591303,0,0,0
"1978",1,1,7146,-1.52409977806294,0,0,0
"1979",0,0,13130,0.690619104557388,1,1,1
"1980",1,1,7979,-1.52409977806294,1,1,0
"1981",0,1,20515,0.538805966010795,1,1,1
"1982",1,1,363,-1.52409977806294,0,1,0
"1983",0,0,11070,0.740085500669882,1,1,1
"1984",1,1,11520,0.400266011144916,0,0,1
"1985",1,1,3522,0.212382210845837,1,1,1
"1986",0,1,17110,0.914923572565032,0,0,0
"1987",0,1,0,-1.52409977806294,1,1,0
"1988",0,1,666,-1.52409977806294,0,1,0
"1989",1,1,64173,-1.52409977806294,0,1,1
"1990",1,1,0,-1.52409977806294,0,1,0
"1991",0,0,96447,1.16894454867967,1,1,1
"1992",1,1,16120,-1.52409977806294,1,1,1
"1993",1,1,1941,0.743296433666665,1,1,1
"1994",1,1,35349,0.798033861226659,1,0,0
"1995",1,1,1488,0.648797858205049,0,0,1
"1996",0,0,17848,0.787392039429005,0,1,0
"1997",0,0,25193,0.726847817268774,1,1,1
"1998",0,1,45043,0.648797858205049,1,0,1
"1999",0,1,51131,0.946884340069479,1,1,1
"2000",0,0,38941,0.988714198260819,1,1,0
"2001",1,1,22550,0.322268754740774,1,1,1
"2002",0,1,26735,0.914923572565032,1,0,0
"2003",0,0,20409,0.914923572565032,0,1,1
"2004",0,0,9695,0.639600607607771,1,0,1
"2005",1,1,86187,1.09974017450303,1,1,1
"2006",1,1,612,-1.52409977806294,1,1,0
"2007",0,0,7038,0.92376642730579,0,1,1
"2008",1,1,666,-1.52409977806294,1,1,0
"2009",1,1,332,1.08550263582028,1,1,1
"2010",0,0,1859,-1.52409977806294,1,1,0
"2011",0,1,29113,0.798033861226659,0,1,1
"2012",1,1,0,-1.52409977806294,1,0,0
"2013",0,0,36250,1.03646077234539,1,0,0
"2014",1,1,1365,-1.52409977806294,0,1,0
"2015",1,1,42501,0.400266011144916,1,0,1
"2016",1,1,29081,0.648797858205049,1,1,1
