"","A1","Z1","Y2","L1","A0","Z0","L0"
"495",0,0,2074,-1.52409977806294,0,0,0
"496",1,1,12305,1.10301628464762,0,0,1
"497",1,1,10375,0.836862310742941,1,0,1
"498",0,0,13965,-0.19288231695551,1,1,1
"499",1,1,28635,0.712430913311196,1,0,0
"500",1,1,13024,0.914923572565032,0,0,1
"501",1,1,12714,0.797459280355478,1,1,0
"502",1,1,15828,0.725555991472594,1,0,1
"503",0,0,40418,-1.52409977806294,1,1,1
"504",1,1,11591,-0.2509388443668,0,1,1
"505",1,1,51541,0.400266011144916,1,0,0
"506",1,1,5337,-1.52409977806294,1,0,1
"507",1,1,17263,-1.52409977806294,1,0,1
"508",1,1,61398,1.22610497858713,1,0,1
"509",0,0,4943,0.588262676782656,0,0,1
"510",1,1,46737,-0.0848629536107846,1,0,1
"511",0,0,58942,0.914923572565032,0,1,1
"512",1,1,25212,0.510227782937839,0,1,0
"513",0,0,3170,-1.52409977806294,0,1,0
"514",1,1,5337,-1.52409977806294,1,1,1
"515",1,1,19094,0.794673664879924,0,0,0
"516",1,1,36153,0.931374183713974,1,1,0
"517",0,1,16363,-0.277053678368629,1,0,1
"518",0,1,33590,0.290341866347252,1,1,1
"519",0,0,0,-1.52409977806294,1,1,0
"520",0,1,6822,0.66021975300492,0,1,1
"521",1,1,0,0.364059887616163,1,1,0
"522",1,1,52129,1.0667803051313,1,0,1
"523",1,1,12412,0.713216605082796,1,1,0
"524",0,1,0,0.101213863306713,1,1,0
"525",1,1,13881,0.205985637835018,1,0,0
"526",1,1,15109,0.878690015641386,1,0,0
"527",0,1,8187,0.254151860684496,1,1,0
"528",1,1,23555,-1.52409977806294,1,1,0
"529",0,1,7260,-0.516292427492594,0,0,1
"530",1,1,0,1.10187754568563,1,1,1
"531",1,1,10242,-1.52409977806294,0,0,1
"532",1,1,10423,0.787392039429005,0,1,1
"533",1,1,27295,-1.52409977806294,1,0,1
"534",1,1,63416,-1.52409977806294,1,1,1
"535",0,0,5835,-0.0848629536107846,1,0,0
"536",0,0,25173,0.937685010834339,1,1,1
"537",0,0,25648,0.552040421003432,0,0,0
"538",0,0,10416,0.836862310742941,1,0,1
"539",1,1,462,0.581394704410464,0,1,0
"540",1,1,96,0.162993191115368,0,1,0
"541",1,1,3297,1.02693209969443,1,1,0
"542",1,1,14120,0.798033861226659,0,0,0
"543",1,1,7612,0.481651273215301,1,1,1
"544",0,0,6621,1.27360326215782,1,1,0
"545",0,0,11712,0.946884340069479,1,1,0
"546",0,0,25703,0.787392039429005,0,0,0
"547",1,1,18161,0.973623042577471,0,1,1
"548",0,1,0,-1.52409977806294,0,1,1
"549",1,1,33687,1.03559240942225,0,1,1
"550",0,0,45264,0.881773530035506,0,1,0
"551",0,0,1368,0.66867053935125,0,1,0
"552",1,1,1128,0.616573206770347,0,1,0
"553",1,1,59739,0.648797858205049,0,1,1
"554",0,0,34585,0.538805966010795,1,1,1
"555",1,1,7634,-1.52409977806294,0,0,0
"556",0,0,15720,0.60577039184402,1,1,0
"557",1,1,62799,1.15821282882017,1,0,1
"558",0,0,38833,1.00133785291652,0,1,1
"559",0,1,594,0.102570790588686,1,1,1
"560",0,0,2172,1.0249493702102,1,0,0
"561",1,1,19707,0.102570790588686,1,0,0
"562",0,0,883,0.538805966010795,0,0,1
"563",0,0,25305,0.832623615985032,1,0,1
"564",0,0,44727,0.776315827974546,1,1,0
"565",0,1,3303,0.924389509318259,0,1,1
"566",1,1,20079,0.79062862986055,1,1,0
"567",1,1,2053,0.577659455547251,0,1,1
"568",1,1,1644,0.726847817268774,1,1,0
"569",1,1,51410,0.836862310742941,0,1,1
"570",0,0,0,0.564659378976687,1,1,1
"571",0,1,606,0.538805966010795,1,1,1
"572",0,1,0,0.667997336175633,1,1,1
