recid	D2	Z2	earnings	prevearn	edu	n_hs2	n_hs2_abv	sex
301475	0	0	204	1500	11	346	1	1
301476	1	1	7493	0	12	17	0	0
301477	0	0	12812	1250	12	19	0	1
301478	0	0	0	3000	12	15	0	1
301480	0	1	1035	0	9	16	0	0
301481	0	1	0	195	12	13	0	1
301482	1	1	43977	500	12	16	0	1
301483	1	1	4684	9000	11	2	0	1
301485	0	0	86242	8475	12	19	0	1
301487	0	1	1744	0	8	346	1	0
301488	0	0	54336	5000	8	9	0	1
301491	1	1	14847	200	12	15	0	0
301492	0	0	0	0	12	40	1	0
301494	0	0	21152	10000	12	13	0	1
301495	0	1	354	6000	12	13	0	0
301498	0	0	35770	7000	14	19	0	1
301502	1	1	4921	2000	12	37	1	1
301507	1	1	0	187	12	0	0	1
301509	1	1	14180	3000	11	16	0	0
301510	0	1	4622	2000	10	2	0	1
301513	1	1	31565	320	12	17	0	1
301514	0	0	50781	0	8	19	0	1
301516	0	0	174	0	12	13	0	1
301517	0	0	33618	13500	12	19	0	1
301519	0	1	8392	9245	11	40	1	1
301520	1	1	7402	4746	11	9	0	0
301521	1	1	17905	2409	14	16	0	0
301523	0	0	1347	0	8	19	0	1
301524	1	1	152	75	12	1	0	1
301527	1	1	10398	0	12	13	0	0
301532	0	1	1764	0	12	13	0	0
301538	1	1	38567	2000	12	2	0	1
301545	0	0	42231	10238	12	0	0	1
301546	1	1	33852	1209	14	39	1	0
301547	1	1	5955	0	10	0	0	1
301548	1	1	42	5200	12	39	1	1
301549	0	0	0	0	11	13	0	0
301554	0	0	51	0	11	16	0	0
301561	0	1	13647	2400	12	13	0	0
301562	0	0	54377	12000	14	13	0	1
301563	0	0	2640	5633	10	9	0	1
301564	0	0	35199	3000	8	1	0	0
301566	0	0	10709	8560	15	39	1	0
301567	1	1	9546	0	12	16	0	0
301568	0	0	21675	300	12	13	0	1
301569	0	1	1629	7675	12	19	0	0
301573	0	1	33165	934	15	15	0	0
301574	0	0	15062	1300	8	13	0	0
301581	0	0	0	0	7	1	0	0
301583	1	1	759	0	10	9	0	0
301584	0	1	0	4800	14	19	0	1
301588	0	0	1488	9700	12	13	0	0
301589	0	1	24425	0	12	13	0	1
301590	0	0	3711	4600	13	37	1	1
301594	1	1	5981	0	11	5	0	0
301596	1	1	46570	6800	14	1	0	0
301597	0	1	294	5000	10	13	0	1
301600	1	1	16890	0	12	19	0	1
301604	0	1	129	0	10	0	0	0
301605	1	1	45734	200	17	2	0	1
301608	1	1	11235	9000	12	19	0	0
301615	0	1	1461	400	11	13	0	0
301616	1	1	14866	1000	10	13	0	1
301619	0	1	40745	10000	10	13	0	1
301620	0	1	0	0	16	19	0	0
301622	0	1	6061	0	12	9	0	0
301626	1	1	2529	3000	11	19	0	1
301628	0	1	0	265	12	2	0	1
301630	0	1	0	0	9	1	0	0
301631	1	1	3624	313	9	1	0	0
301634	0	0	33285	800	13	16	0	0
301635	0	1	0	0	11	13	0	1
301636	0	0	13998	1985	17	39	1	1
301637	1	1	0	0	9	1	0	0
301640	0	0	10311	2746	15	16	0	0
301643	0	0	1833	0	9	17	0	0
301644	1	1	414	13000	12	13	0	1
301645	0	0	48288	0	14	0	0	1
301646	0	0	43779	26000	12	17	0	0
301648	0	0	0	1800	12	13	0	1
301649	1	1	40139	2191	8	9	0	0
301651	0	0	2026	6000	12	17	0	0
301652	0	0	22569	9000	12	2	0	0
301656	1	1	2454	0	9	19	0	1
301662	1	1	1257	200	11	1	0	0
301663	0	1	36739	4200	11	39	1	1
301664	1	1	1366	3000	18	13	0	1
301665	1	1	24621	685	8	37	1	1
301666	0	0	6521	0	11	2	0	1
301670	0	0	0	200	12	1	0	1
301674	0	0	14130	2000	12	2	0	0
301678	1	1	22920	0	11	17	0	0
301681	0	0	21804	0	12	13	0	1
301682	0	0	4800	360	11	2	0	1
301683	0	0	5074	5000	12	9	0	1
301686	0	1	14936	800	9	1	0	0
301687	1	1	10005	7570	13	39	1	1
301688	1	1	0	0	12	13	0	0
301691	1	1	4491	0	13	19	0	1
301693	0	1	0	0	10	13	0	1
301694	0	1	46491	98	13	1	0	1
301696	0	0	26496	0	12	17	0	0
301698	1	1	2647	900	10	37	1	1
301700	1	1	972	4200	12	16	0	0
301701	1	1	0	2500	13	16	0	1
301702	1	1	55365	0	12	1	0	1
301707	1	1	18806	2000	10	19	0	1
301708	0	1	1219	2000	12	13	0	0
301712	1	0	2517	4500	13	19	0	1
301713	0	0	25996	4000	12	13	0	1
301715	0	0	29522	1500	10	13	0	0
301716	1	1	257	634	9	16	0	0
301718	0	0	10445	0	17	13	0	1
301720	1	1	2136	0	12	16	0	0
301722	1	1	18121	3628	10	39	1	0
301728	0	0	32103	0	12	17	0	0
301729	1	1	36861	900	13	2	0	0
301733	0	1	20857	9120	12	17	0	1
301734	0	1	1797	700	14	9	0	0
301737	1	1	8551	0	12	2	0	1
301738	0	1	0	0	8	19	0	0
301739	0	0	14220	0	14	13	0	1
301741	0	1	14889	0	12	17	0	0
301744	0	0	6668	1615	10	39	1	0
301747	0	1	95	0	10	9	0	0
301751	0	1	0	1000	10	13	0	1
301752	0	0	5145	0	8	1	0	0
301756	1	1	68929	1050	11	13	0	1
301757	0	0	20865	5600	9	13	0	0
301760	0	1	26010	1300	13	2	0	0
301761	1	1	21123	1968	12	17	0	1
301763	0	1	0	0	11	17	0	0
301764	1	1	20	36	10	0	0	1
301767	0	0	2472	0	10	13	0	0
301772	1	1	25266	0	12	13	0	0
301773	1	1	7916	5000	9	13	0	0
301776	0	0	11741	10400	12	13	0	1
301777	1	1	8115	360	12	17	0	0
301782	0	1	1058	0	10	13	0	0
301784	1	1	20028	9000	8	5	0	1
301785	1	1	68358	0	8	40	1	1
301789	1	1	25339	3000	10	16	0	1
301790	1	1	21411	1148	8	13	0	1
301794	0	0	23469	10751	12	17	0	0
301796	0	1	23579	16500	12	16	0	0
301797	0	0	6309	9629	11	13	0	0
301798	0	1	6768	0	9	19	0	0
301800	0	1	0	0	9	9	0	0
301804	0	1	0	55	10	1	0	0
301805	0	0	579	8000	10	16	0	0
301806	0	0	13965	6000	12	1	0	1
301807	0	0	9148	3480	10	37	1	0
301808	0	1	0	0	16	13	0	1
301810	1	1	31489	11000	16	2	0	1
301813	0	1	1276	1720	8	19	0	1
301814	0	0	10370	0	10	19	0	1
301815	0	0	10620	75	12	346	1	1
301818	1	1	43366	600	8	16	0	1
301819	0	1	4569	0	12	346	1	1
301822	0	0	1383	1700	11	9	0	1
301831	0	0	13871	120	12	16	0	1
301835	1	1	5047	500	13	15	0	0
301837	0	0	38036	3600	12	17	0	0
301839	1	1	34735	7000	16	16	0	0
301840	0	1	82797	17398	12	0	0	1
301841	1	1	42294	3500	12	2	0	1
301844	0	1	31852	6000	12	346	1	1
301852	0	0	6641	1400	10	19	0	1
301854	1	1	9824	0	16	13	0	1
301855	1	1	14258	0	10	13	0	0
301861	0	0	20595	0	12	17	0	0
301863	0	0	4821	9000	14	28	0	1
301864	0	0	0	0	12	39	1	0
301867	1	1	26220	637	12	13	0	1
301869	0	0	65513	10000	14	13	0	1
301873	0	0	0	0	16	346	1	0
301874	0	0	4167	5588	9	19	0	1
301876	1	1	1086	1712	10	19	0	1
301877	1	1	1932	2000	8	2	0	1
301879	0	0	16931	1400	17	39	1	0
301880	1	1	7921	2000	12	2	0	1
301881	1	1	0	7000	12	1	0	1
301882	0	1	9383	6000	11	13	0	0
301883	0	0	8272	6000	12	13	0	0
301884	0	1	0	50	11	1	0	0
301886	1	1	14896	2400	9	37	1	1
301893	0	0	23322	400	12	2	0	1
301894	1	1	4380	0	12	39	1	0
301897	1	1	17166	15850	12	39	1	1
301902	1	1	19464	0	10	13	0	0
301915	0	1	1881	0	12	39	1	1
301916	1	1	9029	100	11	1	0	0
301917	0	0	2233	0	12	19	0	0
301918	0	0	33567	4000	12	16	0	0
301921	0	1	586	10000	12	39	1	0
301926	1	1	27914	2000	15	15	0	1
301928	1	1	8637	4913	12	17	0	1
301933	0	0	0	0	8	2	0	0
301934	1	1	14896	272	12	1	0	0
301936	0	1	2495	4000	10	13	0	1
301939	0	0	1002	690	12	17	0	1
301940	0	0	11743	5680	13	40	1	0
301941	0	0	7385	1470	14	13	0	1
301942	1	1	0	0	10	19	0	0
301945	0	0	11187	2000	12	13	0	1
301946	0	0	16648	3906	14	16	0	0
301948	0	1	25977	22274	12	19	0	0
301954	1	0	11011	6240	8	28	0	1
301957	1	1	225	0	12	0	0	0
301960	1	1	0	42	9	9	0	0
301970	1	1	10022	5400	12	1	0	0
301972	0	0	70239	4000	16	13	0	1
301975	1	1	18486	0	12	9	0	1
301976	1	1	16352	6000	12	16	0	0
301981	0	1	30643	9100	11	1	0	1
301986	0	1	6452	0	12	9	0	0
301987	0	0	660	0	10	2	0	1
301992	1	1	2137	3867	12	13	0	1
301994	0	1	8347	6040	12	9	0	0
301996	0	0	24105	5314	13	17	0	0
301998	1	1	23970	4000	12	0	0	0
302001	0	0	3351	0	10	13	0	0
302006	0	0	2046	2000	9	13	0	1
302010	1	1	11862	0	10	13	0	1
302011	0	0	1238	0	12	28	0	1
302012	0	0	24171	3896	15	17	0	0
302014	1	0	65536	3150	12	0	0	0
302016	0	0	12040	2300	12	13	0	1
302019	0	1	11755	7680	9	19	0	1
302020	0	1	24102	8000	7	13	0	1
302022	1	1	0	2526	16	19	0	1
302023	1	1	459	0	9	17	0	0
302024	0	0	15277	1900	8	13	0	0
302026	1	1	21761	3000	10	13	0	0
302027	1	1	1254	0	12	40	1	0
302029	0	1	34291	9000	12	13	0	1
302030	0	0	27057	6000	12	13	0	0
302031	0	0	27651	0	11	1	0	0
302032	0	0	26448	8000	12	39	1	1
302039	0	1	0	800	10	9	0	1
302042	1	1	1506	0	12	19	0	0
302044	1	1	46890	13000	14	9	0	1
302046	1	1	24387	1232	12	15	0	1
302048	0	0	15141	140	12	28	0	1
302050	0	0	13021	0	10	19	0	1
302052	1	1	8147	3000	12	40	1	0
302053	0	0	33204	1152	8	19	0	0
302054	0	1	23076	0	11	0	0	1
302058	1	1	11829	100	12	13	0	0
302059	0	0	0	0	12	13	0	0
302060	0	0	0	5000	12	2	0	1
302062	1	1	26355	0	12	1	0	0
302063	1	1	17973	5156	12	0	0	0
302064	0	1	0	0	12	19	0	0
302065	0	0	0	0	12	13	0	0
302067	0	1	10784	2000	12	28	0	0
302071	0	0	39917	1600	11	39	1	0
302072	1	1	29744	289	8	19	0	0
302073	1	1	15633	2505	8	16	0	0
302074	0	0	2949	0	12	17	0	0
302075	0	0	4557	1216	14	13	0	0
302076	0	1	155760	45000	14	13	0	1
302077	1	1	264	5000	12	39	1	1
302078	0	0	11478	0	8	9	0	0
302083	0	0	50916	9000	13	9	0	0
302086	0	0	1383	0	14	28	0	0
302087	0	1	40308	8640	16	13	0	0
302088	1	1	732	98	11	16	0	0
302092	0	0	14173	0	12	9	0	1
302095	0	1	15759	8400	12	13	0	0
302097	0	1	27627	8000	12	19	0	0
302100	0	1	24112	14000	8	13	0	0
302101	0	0	17205	3000	12	2	0	1
302109	0	0	15711	13000	13	16	0	1
302110	0	0	1791	1614	9	39	1	0
302114	1	1	1887	2900	12	15	0	1
302117	0	1	7563	900	8	13	0	0
302118	1	1	7414	0	9	39	1	0
302122	1	1	14042	1200	11	13	0	0
302123	1	1	3155	3132	12	17	0	0
302124	0	0	45399	5500	12	2	0	1
302126	0	1	0	5000	9	13	0	1
302127	0	0	0	0	16	16	0	1
302128	0	0	1795	4000	11	1	0	1
302129	0	1	0	14000	14	39	1	1
302131	1	1	4308	2400	10	0	0	0
302134	1	1	12462	85	14	19	0	0
302135	1	1	8532	2482	11	16	0	1
302139	0	0	0	0	8	1	0	0
302140	1	1	1976	2400	13	9	0	0
302141	0	0	57072	0	10	13	0	1
302142	0	0	36268	0	11	1	0	1
302147	0	1	7785	2870	13	13	0	1
302148	0	1	27504	4000	10	16	0	1
302150	0	1	4005	2400	12	0	0	0
302153	1	1	8070	1200	12	13	0	0
302154	0	0	28236	7000	12	39	1	1
302156	0	1	37972	5200	12	346	1	1
302158	1	1	63663	1000	12	15	0	1
302161	0	1	10099	3000	12	1	0	1
302163	0	0	15802	4650	12	1	0	0
302164	1	1	17802	7800	12	13	0	0
302166	1	1	18089	4053	12	16	0	0
302167	1	1	7665	6000	17	13	0	0
302171	0	1	228	0	12	1	0	0
302172	0	0	1275	2079	12	13	0	0
302177	1	1	51054	15250	12	1	0	1
302178	0	0	0	0	7	19	0	0
302180	1	0	10761	0	12	17	0	0
302185	0	0	32355	18000	11	16	0	1
302186	0	0	8241	0	12	0	0	0
302188	1	1	20460	1800	12	9	0	1
302191	0	0	14990	0	17	15	0	0
302193	0	1	7133	19500	11	346	1	1
302195	1	1	21083	9368	10	346	1	1
302196	0	0	12161	0	12	40	1	0
302199	0	0	1464	1000	10	39	1	1
302204	1	1	21762	5000	18	19	0	1
302207	0	1	21768	10704	12	9	0	0
302208	0	0	15362	7000	14	1	0	1
302210	0	0	933	753	12	28	0	1
302211	1	1	34011	800	12	17	0	1
302214	0	1	216	0	9	9	0	0
302220	0	0	23745	0	14	16	0	0
302221	1	1	29447	2000	14	37	1	1
302223	1	1	7668	0	10	17	0	0
302226	1	1	297	0	12	19	0	0
302227	1	1	19123	9677	12	39	1	0
302229	1	1	4574	1600	11	19	0	0
302230	0	0	49599	6444	12	1	0	1
302231	1	1	33135	1200	12	15	0	1
302234	1	1	15690	2600	12	5	0	1
302237	0	1	33677	11921	17	2	0	0
302240	0	0	9297	500	12	37	1	0
302241	0	1	1833	3000	11	1	0	1
302252	1	1	41023	0	13	19	0	0
302253	1	1	22499	0	12	9	0	0
302254	1	1	17841	0	12	13	0	0
302270	0	1	50271	7200	13	13	0	0
302272	1	1	19960	26000	12	39	1	1
302273	1	1	37030	3840	12	13	0	0
302277	1	1	24	500	13	15	0	0
302278	1	1	3399	1648	8	19	0	0
302279	1	1	8603	2500	13	13	0	0
302280	0	1	28264	300	9	1	0	1
302281	0	0	0	0	12	15	0	0
302289	0	1	180	0	11	28	0	1
302293	1	1	12811	6390	12	13	0	0
302297	0	1	31617	10000	12	13	0	1
302301	1	1	32883	7000	12	39	1	0
302302	1	1	4596	6000	12	39	1	1
302306	0	0	21740	7600	8	13	0	1
302309	1	1	33792	300	12	15	0	1
302310	1	1	45914	11477	12	39	1	1
302312	1	1	12027	1517	12	9	0	0
302317	0	0	1569	2700	12	19	0	1
302318	0	0	31341	7500	9	13	0	1
302320	0	0	22908	2328	12	1	0	0
302321	0	1	39233	404	15	39	1	1
302322	1	1	522	0	10	1	0	0
302323	0	1	795	2000	12	13	0	0
302324	1	1	1689	0	12	17	0	0
302329	0	0	9618	0	12	9	0	1
302336	0	1	45063	5000	14	346	1	0
302338	1	1	426	4000	12	39	1	1
302339	1	1	6739	900	12	2	0	1
302343	1	1	43510	5000	12	39	1	1
302346	0	0	427	7000	12	13	0	0
302347	1	1	15410	0	12	15	0	0
302348	1	1	43527	10000	12	13	0	1
302349	0	1	9492	3000	12	13	0	0
302352	0	0	1296	733	8	13	0	0
302356	0	1	381	0	12	13	0	0
302359	0	0	8824	13212	13	28	0	0
302360	1	1	1681	0	9	39	1	1
302361	0	0	8826	0	12	2	0	0
302362	0	0	32483	8000	14	13	0	1
302363	1	1	2604	0	13	17	0	1
302364	0	0	41595	20000	11	19	0	1
302366	1	1	2990	0	9	9	0	0
302369	0	0	6055	6668	11	39	1	1
302370	0	1	0	1000	10	13	0	1
302371	1	1	7112	2400	9	1	0	0
302373	0	1	803	0	8	13	0	0
302377	1	1	29141	18000	14	13	0	1
302379	1	1	30678	3000	13	13	0	1
302382	1	1	21233	0	10	2	0	0
302383	1	1	0	0	12	9	0	1
302386	1	1	17087	1576	12	9	0	0
302387	1	1	55396	8800	12	9	0	1
302389	0	1	12375	2150	12	13	0	0
302391	0	0	22173	5873	11	39	1	0
302392	1	1	54079	12000	12	13	0	1
302393	0	0	1482	0	10	28	0	0
302394	1	1	46545	0	11	17	0	0
302396	1	1	4569	375	11	15	0	0
302397	0	0	3435	0	11	28	0	1
302398	0	1	0	1100	14	2	0	1
302402	0	1	29319	5130	12	13	0	1
302404	0	0	21060	400	11	13	0	1
302405	0	1	1419	3840	12	39	1	0
302408	0	0	10167	299	9	5	0	0
302409	1	1	0	2350	11	13	0	1
302411	0	0	552	2100	17	39	1	1
302415	0	1	4366	1300	10	5	0	1
302416	0	0	2812	4500	11	39	1	0
302417	1	1	1821	0	10	37	1	0
302421	0	0	2346	800	11	17	0	0
302422	0	0	29728	606	12	13	0	0
302423	0	0	502	4572	12	16	0	0
302426	0	1	656	0	8	19	0	0
302427	0	0	5292	2300	11	19	0	1
302430	1	1	38859	364	11	9	0	1
302434	0	1	0	3000	12	39	1	0
302435	1	1	1491	3500	12	13	0	1
302439	0	0	0	0	13	9	0	1
302440	0	1	1656	0	11	28	0	0
302441	1	1	53796	8060	12	0	0	1
302442	0	0	77984	12000	12	13	0	1
302443	0	0	26163	0	8	9	0	0
302446	1	1	10707	5800	10	1	0	0
302449	1	1	11635	9800	11	13	0	0
302450	1	1	7389	5571	12	16	0	1
302451	0	0	176	3284	12	15	0	0
302452	1	1	33354	0	8	13	0	0
302454	1	1	0	0	17	15	0	1
302457	1	1	189	0	8	1	0	1
302458	0	0	21300	3000	12	17	0	0
302460	0	1	5220	0	8	19	0	1
302461	0	0	30420	4000	12	13	0	1
302463	0	0	10500	500	14	16	0	0
302465	0	1	35812	14500	12	13	0	1
302466	0	0	2279	2240	12	13	0	0
302468	0	1	825	0	13	0	0	0
302474	0	0	13197	174	12	9	0	1
302477	0	1	9474	3000	12	1	0	0
302478	0	1	7551	4950	12	19	0	1
302479	1	1	11646	2000	12	13	0	1
302481	1	1	1740	0	11	19	0	1
302483	1	1	22478	1017	12	17	0	0
302486	0	1	5995	4025	11	13	0	0
302487	0	1	13043	1000	14	13	0	0
302488	1	1	9173	1500	11	17	0	1
302496	0	0	22296	840	8	13	0	1
302497	0	1	1092	7200	11	13	0	0
302498	0	0	2206	9000	14	28	0	1
302503	0	0	20664	3300	10	13	0	1
302504	1	1	2895	0	13	13	0	0
302507	1	1	5887	124	10	0	0	1
302510	1	1	0	500	12	40	1	0
302511	0	1	5152	0	12	39	1	0
302512	0	1	585	3500	10	16	0	1
302514	0	0	14892	7500	12	16	0	1
302515	1	1	10403	8500	8	16	0	0
302519	1	1	12213	400	10	9	0	1
302521	1	1	42888	1600	12	40	1	1
302522	1	1	31214	13500	12	13	0	1
302525	0	0	22206	5000	12	9	0	0
302526	0	1	0	3960	12	0	0	0
302527	0	0	11899	8000	12	39	1	1
302528	0	1	2632	1800	10	17	0	0
302530	1	1	26801	3000	17	16	0	0
302532	0	1	0	864	11	17	0	0
302536	0	1	0	0	9	19	0	0
302538	1	1	9634	400	12	1	0	0
302542	0	1	1320	19000	11	13	0	0
302543	1	1	22047	3600	12	1	0	0
302544	1	1	34217	18028	12	13	0	1
302545	0	0	48056	11000	12	1	0	1
302547	1	1	15303	0	12	28	0	1
302548	1	1	22086	5000	17	17	0	0
302549	1	1	12485	9000	9	13	0	1
302551	0	1	28376	8000	11	16	0	1
302552	0	0	18126	3000	9	13	0	1
302553	0	0	10149	4680	12	0	0	0
302556	0	0	17697	0	11	1	0	1
302559	1	1	26774	11336	11	5	0	1
302560	1	1	4901	1500	11	19	0	1
302564	0	0	3897	6000	14	13	0	0
302565	0	1	20761	400	14	40	1	1
302568	1	1	35066	2100	12	1	0	0
302570	1	1	22375	4000	12	17	0	0
302572	1	1	0	0	11	13	0	0
302577	0	1	25803	0	9	5	0	1
302579	0	1	22691	4000	13	39	1	0
302580	1	1	20259	0	11	13	0	1
302582	1	1	27694	1000	9	9	0	0
302586	1	1	0	0	12	9	0	0
302587	1	1	16897	4550	12	13	0	0
302588	0	1	38211	3000	14	28	0	1
302589	0	0	0	0	10	19	0	0
302594	0	0	39219	14200	12	13	0	1
302596	1	1	2949	3131	12	17	0	1
302601	1	1	0	0	12	15	0	0
302603	0	0	0	0	10	15	0	0
302604	0	0	17717	2469	9	5	0	1
302607	0	1	8643	500	12	1	0	0
302609	0	1	9312	0	13	13	0	0
302610	0	1	1071	0	12	1	0	0
302611	1	1	906	0	12	19	0	1
302612	1	1	9828	3000	10	13	0	0
302616	0	1	4676	2416	11	15	0	1
302622	1	1	21888	0	9	9	0	1
302626	0	0	1197	0	7	37	1	1
302628	0	0	0	7000	16	15	0	1
302630	0	0	7039	4000	12	5	0	1
302632	0	0	0	0	12	16	0	0
302635	0	0	13362	5000	12	13	0	0
302637	1	1	25497	180	12	37	1	0
302639	0	1	21210	1000	9	13	0	0
302640	0	1	76059	3000	12	346	1	1
302641	1	1	39	0	12	13	0	0
302643	0	1	3673	0	16	15	0	0
302646	0	0	16773	1000	11	1	0	1
302649	0	0	11019	0	8	1	0	1
302650	0	0	12125	0	9	9	0	0
302652	0	0	31641	5000	15	39	1	1
302655	0	0	11577	0	9	13	0	0
302657	1	1	6307	396	8	17	0	0
302658	1	1	7195	2680	12	17	0	1
302660	1	1	824	0	12	19	0	0
302665	0	1	10307	0	16	17	0	0
302666	0	0	7362	1250	12	13	0	0
302669	1	1	3783	0	12	9	0	1
302672	1	1	28253	0	12	15	0	1
302674	0	0	42266	8000	12	17	0	1
302676	1	1	627	110	12	15	0	0
302681	0	0	15481	6000	12	13	0	1
302682	1	1	17496	1500	13	1	0	0
302683	0	1	0	1700	12	13	0	0
302685	1	1	11249	2433	12	13	0	0
302687	1	1	21813	3700	12	13	0	0
302690	0	0	942	3000	12	13	0	0
302691	1	1	15052	200	8	13	0	0
302693	0	1	24185	196	12	17	0	1
302694	0	0	22016	3500	14	13	0	0
302695	1	1	2079	5000	12	39	1	1
302696	0	0	80712	4000	16	2	0	0
302700	1	1	162	800	13	13	0	1
302702	0	1	52268	5500	13	39	1	1
302703	1	1	38811	14920	16	17	0	0
302704	0	0	0	24	13	0	0	1
302705	1	1	17694	0	12	19	0	1
302706	1	1	16941	3500	11	1	0	0
302707	1	1	29679	8147	13	17	0	0
302709	0	0	41158	6000	9	16	0	1
302712	1	1	36711	8000	12	13	0	1
302715	1	1	20856	10077	12	1	0	0
302716	1	1	18519	366	12	9	0	0
302718	1	1	63548	6500	10	13	0	0
302720	1	1	12955	5000	12	13	0	1
302721	0	0	5952	0	12	19	0	1
302722	0	1	22378	7000	12	17	0	0
302725	1	1	14854	4000	11	19	0	1
302727	1	1	8697	0	8	15	0	0
302732	1	1	33228	0	12	13	0	0
302733	0	1	28578	10629	10	16	0	1
302734	0	1	4652	3000	11	13	0	1
302736	0	0	3810	350	12	13	0	1
302738	1	1	28713	2500	16	16	0	0
302739	1	1	154	2000	11	1	0	0
302744	1	1	2694	285	13	13	0	0
302747	1	1	21750	2500	12	15	0	0
302751	1	1	7960	4553	12	1	0	0
302753	1	1	47697	10000	15	13	0	0
302757	1	1	11533	3308	8	13	0	1
302759	1	1	8835	6300	14	39	1	1
302761	1	1	17989	168	13	16	0	0
302762	0	0	4116	1000	10	37	1	1
302764	1	1	7657	6000	12	15	0	1
302769	0	1	0	6759	11	39	1	1
302771	1	1	43668	2500	12	15	0	1
302772	1	1	13691	8000	12	13	0	0
302774	0	0	14122	2500	14	1	0	0
302777	1	1	12406	5621	9	17	0	1
302778	1	1	8827	2800	9	9	0	0
302779	1	1	35298	7000	12	13	0	1
302789	0	1	31991	3290	13	0	0	0
302790	0	0	26091	125	11	39	1	0
302791	0	0	11655	5000	10	13	0	1
302792	1	1	1569	0	12	1	0	1
302801	0	1	36616	0	11	1	0	0
302804	0	1	22886	650	12	28	0	0
302806	0	0	7062	800	8	2	0	1
302808	0	1	1242	4000	14	13	0	1
302809	1	1	49227	1400	11	13	0	1
302810	0	1	48	4300	12	16	0	1
302812	0	0	13383	13000	12	13	0	1
302813	0	0	28832	0	11	13	0	1
302816	0	1	50553	28500	14	16	0	1
302820	0	0	35172	7000	12	1	0	1
302821	1	1	9507	6768	12	19	0	0
302822	0	1	0	4000	11	13	0	0
302823	0	1	24237	3680	11	13	0	1
302824	1	1	51289	9552	11	16	0	1
302825	0	1	56673	1500	14	2	0	1
302828	0	0	38486	9000	14	16	0	1
302830	1	1	1221	1625	12	39	1	0
302831	1	1	6568	3500	13	15	0	0
302839	0	0	0	8000	10	19	0	1
302841	0	0	426	0	12	13	0	0
302842	0	1	361	0	12	9	0	0
302844	1	1	14148	200	13	16	0	0
302845	0	1	37334	0	12	19	0	1
302846	0	0	960	167	11	19	0	0
302848	0	0	23641	9000	14	13	0	1
302850	0	1	32911	6400	12	0	0	1
302856	1	1	27171	3000	13	17	0	0
302858	0	0	8135	1500	10	37	1	1
302861	0	1	61906	16000	8	13	0	1
302862	1	1	40401	12000	12	16	0	0
302864	0	0	5235	0	14	1	0	0
302865	0	1	54960	14000	14	13	0	1
302866	1	1	16036	4900	11	0	0	1
302867	1	1	1092	0	12	13	0	1
302871	0	0	0	407	10	15	0	0
302872	1	1	3785	350	12	16	0	1
302876	1	1	9452	1200	13	13	0	1
302878	0	0	0	4320	16	1	0	1
302880	1	1	30356	4100	8	13	0	1
302881	1	1	61243	19000	12	5	0	1
302882	0	0	11608	4784	13	1	0	0
302887	0	0	11997	1500	13	16	0	1
302889	0	1	8751	0	12	39	1	1
302890	1	0	21045	7056	12	17	0	1
302891	1	1	31776	2060	12	13	0	1
302892	1	1	0	0	12	9	0	0
302893	1	1	0	0	14	1	0	0
302894	0	0	0	1000	12	9	0	0
302895	1	1	44	0	12	13	0	0
302897	0	1	33790	0	12	13	0	0
302899	0	1	34022	12000	12	28	0	0
302900	1	1	28743	11000	12	13	0	0
302901	0	0	14548	2020	12	15	0	1
302902	0	1	7743	500	9	9	0	1
302904	0	1	0	0	12	37	1	0
302906	1	1	25971	6000	9	1	0	1
302907	1	1	39422	6804	12	17	0	1
302910	0	0	23782	12000	12	28	0	0
302911	0	1	10014	0	12	9	0	1
302913	1	1	216	0	7	16	0	0
302914	0	1	102	0	8	19	0	0
302916	0	1	6676	2600	15	28	0	1
302918	0	0	14490	0	14	13	0	0
302920	0	1	1070	600	12	28	0	1
302925	0	0	3605	5000	9	0	0	1
302929	1	1	25653	0	10	37	1	0
302931	1	1	24572	5400	10	2	0	1
302932	1	1	4154	2131	14	39	1	1
302934	0	0	56196	6000	13	17	0	0
302936	1	1	11114	0	12	16	0	1
302942	1	1	18953	5350	13	39	1	0
302945	0	1	5589	960	8	1	0	0
302948	1	1	22242	406	9	13	0	0
302951	0	0	1003	480	12	19	0	0
302955	0	0	12000	9700	13	39	1	0
302957	0	1	0	0	8	13	0	0
302960	0	1	27275	5500	12	15	0	0
302961	0	0	18648	218	12	1	0	0
302968	1	1	4531	1169	11	13	0	1
302969	0	1	8337	5000	14	13	0	0
302970	0	0	6054	938	14	0	0	1
302973	0	0	83814	25000	13	13	0	1
302975	1	1	46749	6000	12	16	0	0
302979	0	0	17038	3000	12	19	0	0
302983	0	0	7707	0	10	13	0	1
302986	0	1	0	0	10	1	0	0
302989	0	0	15002	1300	14	16	0	0
302997	1	1	50760	14000	12	13	0	1
303000	0	0	22361	0	12	15	0	0
303002	0	0	15347	2000	12	13	0	0
303003	0	0	6435	4888	11	28	0	1
303005	1	1	28553	4600	8	37	1	1
303008	0	0	11142	5000	13	15	0	1
303009	0	0	0	0	8	19	0	0
303013	1	1	4086	0	11	28	0	1
303017	0	0	59642	14415	12	16	0	1
303019	0	0	6813	6922	10	13	0	0
303020	0	1	68233	11483	14	16	0	0
303021	1	1	19614	7292	13	13	0	1
303022	0	1	27090	1200	10	2	0	1
303024	0	1	26873	363	12	13	0	0
303025	1	1	19798	2000	8	13	0	1
303027	0	0	36697	1500	12	13	0	1
